OrderID,OrderNumber(New),orderDate,shipByDate,orderStatus,CustomerID(new),orderTotal,amountPaid,taxAmount_x,shippingAmount_x,serviceCode,shipDate,tagIds,shipTo.city,shipTo.state,shipTo.postalCode,Warehouse,StoreID,advancedOptions.customField1,delivery_date,quantity,unitPrice,ProductID,DeliveryDate,orderDate2
2658485711,432378,2023-08-23T06:15:14.0000000,,awaiting_shipment,,353.44,353.44,19.01,41.94,,,"[56842, 121076, 122673]",WINDERMERE,FL,34786-8517,1495521,262520,4.MIAMI,11-30-2023 (laurie),1,324.99,3647546,11/30/2023,8/23/2023 9:15
2658485711,432378,2023-08-23T06:15:14.0000000,,awaiting_shipment,,353.44,353.44,19.01,41.94,,,"[56842, 121076, 122673]",WINDERMERE,FL,34786-8517,1495521,262520,4.MIAMI,11-30-2023 (laurie),1,-32.5,,11/30/2023,8/23/2023 9:15
2658486011,432478,2023-08-23T06:15:35.0000000,,awaiting_shipment,,354.9,354.9,20.47,41.94,,,"[56842, 121076]",MINNEOLA,FL,34715-9477,64074,262520,,11-30-2023 (laurie),1,324.99,3647546,11/30/2023,8/23/2023 9:15
2658486011,432478,2023-08-23T06:15:35.0000000,,awaiting_shipment,,354.9,354.9,20.47,41.94,,,"[56842, 121076]",MINNEOLA,FL,34715-9477,64074,262520,,11-30-2023 (laurie),1,-32.5,,11/30/2023,8/23/2023 9:15
2173058611,722377,2023-08-04T14:25:52.0000000,,awaiting_shipment,592572364,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",PLAINFIELD,IN,46168-5820,64180,262520,1.CHICAGO,11/20/2023,1,0,25839168,11/20/2023,8/4/2023 17:25
2501086611,212178,2023-08-17T06:26:51.0000000,,awaiting_shipment,741539864,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",ELMHURST,IL,60126-4037,64180,262520,1.CHICAGO,11/16/2023,1,0,25839168,11/16/2023,8/17/2023 9:26
2691770311,495978,2023-08-24T10:40:44.0000000,,awaiting_shipment,271560264,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",ONEONTA,NY,13820-4668,64071,262520,3.NEW JERSEY,11/15/2023,1,0,14380547,11/15/2023,8/24/2023 13:40
2096879711,486977,2023-08-01T21:06:28.0000000,2023-08-09T00:00:00.0000000,awaiting_shipment,441466950,54.17,54.17,3.19,6.99,ontrac_ground_service,,"[50341, 119668, 121076, 122347]",WALNUT CREEK,CA,94595-2133,64072,262520,ELITE,11-10-2023 (Julia),1,43.99,14380547,11/10/2023,8/2/2023 0:06
2384133011,49278,2023-08-13T06:18:10.0000000,,awaiting_shipment,692682264,215.63,215.63,13.65,6.99,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",THE VILLAGES,FL,32163-2827,64074,262520,4.MIAMI,11/9/2023,1,194.99,25839168,11/9/2023,8/13/2023 9:18
2142029611,602477,2023-08-03T11:49:14.0000000,2023-10-31T00:00:00.0000000,awaiting_shipment,578833364,192.57,192.57,12.6,0,fedex_home_delivery,,"[46894, 119668, 120662, 121076, 122421]",FT LAUDERDALE,FL,33316-3228,64074,262520,4.MIAMI,11/1/2023,1,179.97,14380547,11/1/2023,8/3/2023 14:49
2630671711,380278,2023-08-22T06:48:07.0000000,,awaiting_shipment,800184464,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",LUBBOCK,TX,79416-1340,116792,262520,2.TEXAS,11/1/2023,1,0,25839168,11/1/2023,8/22/2023 9:48
2173630911,722577,2023-08-04T14:52:17.0000000,,awaiting_shipment,592572264,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",SOUTH DAYTONA,FL,32119-2210,64074,262520,4.MIAMI,10/31/2023,1,0,25839168,10/31/2023,8/4/2023 17:52
2314700711,917977,2023-08-10T05:28:14.0000000,,awaiting_shipment,656039064,0,0,0,0,ontrac_ground_service,,"[50341, 104569, 121076, 122347]",REDWOOD CITY,CA,94062-1048,64072,262520,FARM DIRECT,10/31/2023,1,0,25839168,10/31/2023,8/10/2023 8:28
2428056111,97978,2023-08-14T15:15:29.0000000,2023-10-30T00:00:00.0000000,awaiting_shipment,712197264,74.54,74.54,4.55,0,ontrac_ground_service,,"[46894, 119668, 120662, 121076, 122421, 122673]",BONITA SPGS,FL,34134-0770,1495521,262520,4.MIAMI,10/31/2023,1,69.99,5644846,10/31/2023,8/14/2023 18:15
2227014411,790177,2023-08-07T06:20:46.0000000,,awaiting_shipment,604430464,0,0,0,0,fedex_standard_overnight,,"[50341, 104569, 121076]",TRUCKEE,CA,96161-0354,195123,262520,FARM DIRECT,10/27/2023,1,0,25839168,10/27/2023,8/7/2023 9:20
2463555811,160078,2023-08-15T21:07:30.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,275530958,61.98,61.98,5,6.99,fedex_standard_overnight,,"[50341, 119668, 120662, 121076, 122637]",FAYETTEVILLE,AR,72701-4340,195123,262520,2.TEXAS,10-24-2023 (Laurie),1,49.99,5644846,10/24/2023,8/16/2023 0:07
2610416611,369378,2023-08-21T11:36:36.0000000,,awaiting_shipment,818011855,0,0,0,0,fedex_express_saver,,"[50341, 109598, 119668, 120662, 121076, 122637]",TEMPE,AZ,85283-3923,280768,262520,7.GREEN CIRCLE,10-24-2023 (Laurie),1,0,45187270,10/24/2023,8/21/2023 14:36
2248473811,809677,2023-08-07T16:55:43.0000000,2023-10-17T00:00:00.0000000,awaiting_shipment,627953864,474.94,474.94,0,0,fedex_standard_overnight,,"[46894, 119668, 121076]",WINDHAM,NH,03087-1610,195123,262520,ELITE,10/18/2023,1,474.94,3647546,10/18/2023,8/7/2023 19:55
2691770211,495878,2023-08-24T10:40:37.0000000,,awaiting_shipment,271560264,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",ONEONTA,NY,13820-4668,64071,262520,3.NEW JERSEY,10/16/2023,1,0,14380547,10/16/2023,8/24/2023 13:40
2089273711,486077,2023-08-01T15:12:23.0000000,,awaiting_shipment,551908464,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",EAST NORWICH,NY,11732-1331,64071,262520,3.NEW JERSEY,10/13/2023,1,0,25839168,10/13/2023,8/1/2023 18:12
2152057011,641777,2023-08-03T21:15:11.0000000,2023-08-14T00:00:00.0000000,awaiting_shipment,491373534,157.67,157.67,8.49,20.97,ontrac_ground_service,,"[50341, 119668, 120662, 121076, 122421]",BRICK,NJ,08724-8109,64071,262520,3.NEW JERSEY,10-13-2023 (Julia),1,128.21,5644846,10/13/2023,8/4/2023 0:15
2550436511,297178,2023-08-18T18:54:25.0000000,2023-10-12T00:00:00.0000000,awaiting_shipment,768844764,70.1,70.1,3.12,16.99,fedex_standard_overnight,,"[50341, 119668, 121076]",RUTLAND,MA,01543-1478,1436284,262520,3.NEW JERSEY,10/13/2023,1,49.99,90389981,10/13/2023,8/18/2023 21:54
2501086111,212078,2023-08-17T06:26:41.0000000,,awaiting_shipment,741539864,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 121076, 122673]",ELMHURST,IL,60126-4037,1495521,262520,1.CHICAGO,10/12/2023,1,0,53102158,10/12/2023,8/17/2023 9:26
2664134611,445978,2023-08-23T09:04:40.0000000,2023-08-30T00:00:00.0000000,awaiting_shipment,557260061,0,0,0,0,fedex_home_delivery,,"[119668, 121076, 122673]",GLENOLDEN,PA,19036-2126,1495521,262520,3.NEW JERSEY,10/10/2023,1,0,83083963,10/10/2023,8/23/2023 12:04
2269572311,857777,2023-08-08T11:25:07.0000000,2023-10-08T00:00:00.0000000,awaiting_shipment,637938564,193.92,193.92,13.95,0,fedex_standard_overnight,,"[46894, 119668, 121076]",SANTA FE,NM,87501-2629,195123,262520,ELITE,10/9/2023,1,179.97,14380547,10/9/2023,8/8/2023 14:25
2074867011,447177,2023-08-01T07:07:20.0000000,,awaiting_shipment,,0,0,0,0,,,"[50341, 104569, 121076]",JACKSONVILLE,FL,32257-5700,64074,262520,,10/6/2023,1,0,25839168,10/6/2023,8/1/2023 10:07
2888349611,71861R7,2023-08-31T15:02:03.1200000,,awaiting_shipment,923427864,0,0,0,0,fedex_home_delivery,,"[50341, 121076]",OKLAHOMA CITY,OK,73120-4474,116792,769318,2.TEXAS,10/6/2023,1,0,3647546,10/6/2023,8/31/2023 18:02
2632737711,-777217R2,2023-08-22T08:03:54.2230000,,awaiting_shipment,653429464,0,0,0,0,fedex_home_delivery,,"[50341, 121076]",SOUTH DAYTONA,FL,32119-2210,64074,769318,4.MIAMI,10/5/2023,1,0,25839168,10/5/2023,8/22/2023 11:03
2244197811,809177,2023-08-07T14:17:55.0000000,,awaiting_shipment,860909461,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 120662, 121076, 122421]",LAFAYETTE HL,PA,19444-1309,64071,262520,3.NEW JERSEY,10/4/2023,1,0,25839168,10/4/2023,8/7/2023 17:17
2639548811,ogge490bl,2023-08-22T11:26:23.8470000,,awaiting_shipment,,0,0,0,0,fedex_home_delivery,,"[50341, 121076]",CONROE,TX,77303-2008,195123,490618,2.TEXAS,10/3/2023,1,0,30834980,10/3/2023,8/22/2023 14:26
2679354311,465178,2023-08-23T21:10:07.0000000,2023-08-31T00:00:00.0000000,awaiting_shipment,542434160,66.59,66.59,4.61,6.99,fedex_home_delivery,,"[50341, 119668, 121076, 122673]",OSSINING,NY,10562-3251,1495521,262520,3.NEW JERSEY,10-03-2023 (Laurie),1,54.99,3647546,10/3/2023,8/24/2023 0:10
2757241011,561078,2023-08-26T20:24:16.0000000,2023-10-02T00:00:00.0000000,awaiting_shipment,865670564,182.29,182.29,12.32,0,ontrac_ground_service,,"[46894, 119668, 121076, 122347]",ALAMO,CA,94507-1516,64072,262520,ELITE,10/3/2023,1,179.97,14380547,10/3/2023,8/26/2023 23:24
2757241011,561078,2023-08-26T20:24:16.0000000,2023-10-02T00:00:00.0000000,awaiting_shipment,865670564,182.29,182.29,12.32,0,ontrac_ground_service,,"[46894, 119668, 121076, 122347]",ALAMO,CA,94507-1516,64072,262520,ELITE,10/3/2023,1,-10,,10/3/2023,8/26/2023 23:24
2630672011,380178,2023-08-22T06:47:58.0000000,,awaiting_shipment,800184464,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 119668, 120662, 121076, 122421, 122673]",LUBBOCK,TX,79416-1340,1495521,262520,2.TEXAS,10/2/2023,1,0,53102158,10/2/2023,8/22/2023 9:47
2881051511,724078,2023-08-31T09:42:15.0000000,2023-10-01T00:00:00.0000000,awaiting_shipment,793978962,373.94,373.94,17.73,0,fedex_standard_overnight,,"[46894, 100095, 119668, 121076]",PUEBLO WEST,CO,81007-6430,195123,262520,ELITE,10/2/2023,1,474.94,3647546,10/2/2023,8/31/2023 12:42
2881051511,724078,2023-08-31T09:42:15.0000000,2023-10-01T00:00:00.0000000,awaiting_shipment,793978962,373.94,373.94,17.73,0,fedex_standard_overnight,,"[46894, 100095, 119668, 121076]",PUEBLO WEST,CO,81007-6430,195123,262520,ELITE,10/2/2023,1,-118.73,,10/2/2023,8/31/2023 12:42
2290782711,880277,2023-08-09T07:44:46.0000000,,awaiting_shipment,,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",WOODWAY,TX,76712-4076,116792,262520,,10/1/2023,1,0,55791070,10/1/2023,8/9/2023 10:44
2227014011,790077,2023-08-07T06:20:38.0000000,2023-08-14T03:00:00.0000000,awaiting_shipment,604430464,0,0,0,0,fedex_standard_overnight,,"[50341, 104569, 119668, 121076]",TRUCKEE,CA,96161-0354,409057,262520,AGROCOEX,9/29/2023,1,0,53102158,9/29/2023,8/7/2023 9:20
2314700511,917877,2023-08-10T05:28:07.0000000,2023-08-17T03:00:00.0000000,awaiting_shipment,656039064,0,0,0,0,ontrac_ground_service,,"[50341, 104569, 119668, 121076, 122347]",REDWOOD CITY,CA,94062-1048,64072,262520,AGROCOEX,9/29/2023,1,0,53102158,9/29/2023,8/10/2023 8:28
2610719511,369478,2023-08-21T11:44:16.0000000,,awaiting_shipment,553044059,59.26,59.26,2.28,6.99,fedex_standard_overnight,,"[50341, 121076]",AURORA,CO,80016-7112,195123,262520,ELITE,9/29/2023,1,49.99,5644846,9/29/2023,8/21/2023 14:44
2805658311,638678,2023-08-28T15:20:31.0000000,2023-09-04T03:00:00.0000000,awaiting_shipment,834078364,0,0,0,0,fedex_standard_overnight,,"[119668, 120662, 121076, 122637]",MORGANTOWN,WV,26505-3606,64074,262520,,9/29/2023,1,0,83083963,9/29/2023,8/28/2023 18:20
2857305111,698478,2023-08-30T12:15:22.0000000,2023-09-28T00:00:00.0000000,awaiting_shipment,553992161,77.88,77.88,4.9,16.99,fedex_standard_overnight,,"[119668, 120662, 121076, 122637]",VERNON,NY,13476-3917,1078330,262520,9A.SUN VALLEY,9/29/2023,1,69.99,40928076,9/29/2023,8/30/2023 15:15
2857305111,698478,2023-08-30T12:15:22.0000000,2023-09-28T00:00:00.0000000,awaiting_shipment,553992161,77.88,77.88,4.9,16.99,fedex_standard_overnight,,"[119668, 120662, 121076, 122637]",VERNON,NY,13476-3917,1078330,262520,9A.SUN VALLEY,9/29/2023,1,-14,,9/29/2023,8/30/2023 15:15
2879191711,706678,2023-08-31T08:28:09.0000000,2023-09-28T00:00:00.0000000,awaiting_shipment,919704964,395.94,395.94,36,0,fedex_home_delivery,,"[46894, 100095, 119668, 121076, 122673]",CHICAGO,IL,60614-3939,1495521,262520,1.CHICAGO,9/29/2023,1,359.94,14380547,9/29/2023,8/31/2023 11:28
2708212411,523378,2023-08-24T22:10:50.0000000,2023-09-27T00:00:00.0000000,awaiting_shipment,986012044,65.54,65.54,5.55,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",AUSTIN,TX,78754-7010,1495521,262520,2.TEXAS,9/28/2023,1,59.99,14380547,9/28/2023,8/25/2023 1:10
2849326011,682878,2023-08-30T07:10:21.0000000,2023-09-26T00:00:00.0000000,awaiting_shipment,906706964,63.59,63.59,3.6,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",Alexandria,VA,22311,1495521,262520,3.NEW JERSEY,9/27/2023,1,59.99,14380547,9/27/2023,8/30/2023 10:10
2463528611,160678,2023-08-15T21:07:36.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,963379939,48.25,48.25,3.26,0,fedex_standard_overnight,,"[50341, 119668, 120662, 121076, 122637]",WESTERVILLE,OH,43081-3411,195123,262520,1.CHICAGO,09-26-2023 (Laurie),1,44.99,14380547,9/26/2023,8/16/2023 0:07
2463556411,164378,2023-08-15T21:08:24.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,692375356,81.18,81.18,4.2,6.99,fedex_ground,,"[50341, 119668, 121076, 122673]",ARLINGTON,VA,22202-3028,1495521,262520,3.NEW JERSEY,09-26-2023 (Laurie),1,69.99,83083963,9/26/2023,8/16/2023 0:08
2463555311,164578,2023-08-15T21:08:26.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,401147651,54.68,54.68,2.7,6.99,fedex_home_delivery,,"[50341, 119668, 121076, 122673]",PASADENA,MD,21122-3634,1495521,262520,3.NEW JERSEY,09-26-2023 (Laurie),1,44.99,14380547,9/26/2023,8/16/2023 0:08
2533626311,284478,2023-08-18T08:00:31.0000000,2023-09-25T00:00:00.0000000,awaiting_shipment,286647752,76.98,76.98,0,16.99,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",CRESTWOOD,KY,40014-7971,64180,262520,1.CHICAGO,9/26/2023,1,59.99,12945675,9/26/2023,8/18/2023 11:00
2533627411,284578,2023-08-18T08:03:17.0000000,2023-09-25T00:00:00.0000000,awaiting_shipment,286647752,59.99,59.99,0,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",CRESTWOOD,KY,40014-7971,1495521,262520,1.CHICAGO,9/26/2023,1,59.99,14380547,9/26/2023,8/18/2023 11:03
2669137711,450278,2023-08-23T11:46:23.0000000,2023-09-25T00:00:00.0000000,awaiting_shipment,696551353,1041.74,1041.74,96.86,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",SEILING,OK,73663-6661,1495521,262520,2.TEXAS,9/26/2023,1,944.88,3647546,9/26/2023,8/23/2023 14:46
2319364111,71697R7,2023-08-10T08:37:57.9070000,,awaiting_shipment,248811060,0,0,0,0,fedex_home_delivery,,"[50341, 121076]",DES MOINES,IA,50309-2242,64180,769318,1.CHICAGO,9/22/2023,1,0,3647546,9/22/2023,8/10/2023 11:37
2320679811,935277,2023-08-10T09:06:12.0000000,2023-08-17T00:00:00.0000000,awaiting_shipment,231445063,0,0,0,0,ontrac_ground_service,,"[50341, 119668, 120662, 121076, 122421]",LITTLE ROCK,AR,72211-4464,116792,262520,2.TEXAS,9/22/2023,1,0,5644846,9/22/2023,8/10/2023 12:06
2337860411,954777,2023-08-10T21:07:23.0000000,2023-08-21T00:00:00.0000000,awaiting_shipment,147837942,348.95,348.95,19.08,41.94,ontrac_ground_service,,"[50341, 119668, 120662, 121076, 122421, 122673]",EAST HANOVER,NJ,07936-3720,1495521,262520,3.NEW JERSEY,09-22-2023 (Patsy),1,287.93,5644846,9/22/2023,8/11/2023 0:07
2362953711,21578,2023-08-11T21:09:45.0000000,2023-08-21T00:00:00.0000000,awaiting_shipment,341722661,65.28,65.28,3.3,6.99,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421, 122673]",PHILADELPHIA,PA,19146-2143,1495521,262520,3.NEW JERSEY,09-22-2023 (Patsy),1,54.99,3647546,9/22/2023,8/12/2023 0:09
2463529211,161278,2023-08-15T21:07:43.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,963379939,54.68,54.68,2.7,6.99,fedex_standard_overnight,,"[50341, 119668, 121076]",HILTON HEAD,SC,29926-3514,195123,262520,ELITE,09-22-2023 (Laurie),1,44.99,14380547,9/22/2023,8/16/2023 0:07
2475652011,190278,2023-08-16T09:06:15.0000000,2023-08-23T00:00:00.0000000,awaiting_shipment,164591848,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421, 122673]",HASTINGS HDSN,NY,10706-1727,1495521,262520,3.NEW JERSEY,09-22-2023 (Julia),1,0,14380547,9/22/2023,8/16/2023 12:06
2508217811,245778,2023-08-17T09:05:34.0000000,2023-08-24T00:00:00.0000000,awaiting_shipment,886316248,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 121076, 122673]",PHILADELPHIA,PA,19148-2204,1495521,262520,3.NEW JERSEY,09-22-2023 (laurie),1,0,5644846,9/22/2023,8/17/2023 12:05
2607683911,3619-178,2023-08-21T09:04:11.0000000,,awaiting_shipment,257526856,0,0,0,0,ontrac_ground_service,,"[121076, 122347]",ENCINITAS,CA,92024-1971,64072,262520,5.CALIFORNIA,9/22/2023,1,0,3647546,9/22/2023,8/21/2023 12:04
2173630511,722477,2023-08-04T14:52:05.0000000,,awaiting_shipment,592572264,0,0,0,0,fedex_home_delivery,,"[50341, 104569, 119668, 120662, 121076, 122421]",SOUTH DAYTONA,FL,32119-2210,64074,262520,4.MIAMI,9/21/2023,1,0,53102158,9/21/2023,8/4/2023 17:52
2791176711,5731-178,2023-08-27T09:04:16.0000000,,awaiting_shipment,260972039,0,0,0,0,fedex_ground,,"[50341, 120662, 121076, 122421]",EVANSTON,IL,60201-1903,64180,262520,1.CHICAGO,9/21/2023,1,0,3647546,9/21/2023,8/27/2023 12:04
2798397311,-767556R2,2023-08-28T10:50:41.3230000,,awaiting_shipment,464123564,0,0,0,0,fedex_standard_overnight,,"[50341, 121076]",THORNTON,CO,80260-6321,272712,769318,,9/21/2023,1,0,9304246,9/21/2023,8/28/2023 13:50
2778111011,414,2023-08-27T21:09:39.0000000,,awaiting_shipment,515719860,34.98,34.98,0,4.99,fedex_home_delivery,,"[50341, 121076]",DOYLESTOWN,PA,18902-9722,195123,622922,3.NEW JERSEY,9/20/2023,1,29.99,91581073,9/20/2023,8/28/2023 0:09
2824357511,668278,2023-08-29T09:05:14.0000000,2023-09-05T00:00:00.0000000,awaiting_shipment,954054047,0,0,0,0,fedex_standard_overnight,,"[50341, 119668, 121076]",HENDERSONVLLE,TN,37075-5526,195123,262520,ELITE,09-20-2023 (Patsy),1,0,3647546,9/20/2023,8/29/2023 12:05
2879177311,722478,2023-08-31T09:04:20.0000000,2023-09-07T03:00:00.0000000,awaiting_shipment,479982948,0,0,0,0,ontrac_ground_service,,"[50341, 119668, 121076, 122347]",MESA,AZ,85212-2431,64072,262520,ELITE,09-20-2023 (patsy),1,0,14380547,9/20/2023,8/31/2023 12:04
2320819311,927577,2023-08-10T09:05:55.0000000,2023-08-17T00:00:00.0000000,awaiting_shipment,897423947,0,0,0,0,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",AVON,IN,46123-5310,64180,262520,1.CHICAGO,09-19-2023 (Julia),1,0,53102158,9/19/2023,8/10/2023 12:05
2441756911,113178,2023-08-15T05:41:37.0000000,2023-09-18T00:00:00.0000000,awaiting_shipment,719961064,195.99,195.99,16.02,0,fedex_standard_overnight,,"[46894, 119668, 121076]",ATLANTA,GA,30305-3404,195123,262520,ELITE,9/19/2023,1,179.97,14380547,9/19/2023,8/15/2023 8:41
2829680111,670578,2023-08-29T11:36:54.0000000,2023-09-17T00:00:00.0000000,awaiting_shipment,897571364,195.94,195.94,15.97,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",NEW YORK,NY,10007-2318,1495521,262520,3.NEW JERSEY,9/18/2023,1,179.97,14380547,9/18/2023,8/29/2023 14:36
2889062011,725478,2023-08-31T14:52:48.0000000,2023-09-17T00:00:00.0000000,awaiting_shipment,923750664,60.88,60.88,3.9,16.99,fedex_standard_overnight,,"[50341, 119668, 121076]",MC KENZIE,TN,38201-8418,1436284,262520,,9/18/2023,1,49.99,89853781,9/18/2023,8/31/2023 17:52
2889062011,725478,2023-08-31T14:52:48.0000000,2023-09-17T00:00:00.0000000,awaiting_shipment,923750664,60.88,60.88,3.9,16.99,fedex_standard_overnight,,"[50341, 119668, 121076]",MC KENZIE,TN,38201-8418,1436284,262520,,9/18/2023,1,-10,,9/18/2023,8/31/2023 17:52
2198666511,755077,2023-08-05T21:06:51.0000000,2023-08-14T00:00:00.0000000,awaiting_shipment,625161962,61.97,61.97,4.99,6.99,ontrac_ground_service,,"[50341, 119668, 120662, 121076, 122421]",Rolling Meadows,IL,60008,64180,262520,1.CHICAGO,09-15-2023 (Julia),1,49.99,5644846,9/15/2023,8/6/2023 0:06
2234061211,799877,2023-08-07T09:05:23.0000000,2023-08-14T00:00:00.0000000,awaiting_shipment,451724055,0,0,0,0,ontrac_ground_service,,"[50341, 119668, 121076, 122347]",LOS ALTOS,CA,94024-6166,64072,262520,ELITE,09-15-2023 (Julia),1,0,3647546,9/15/2023,8/7/2023 12:05
2332583311,952077,2023-08-10T15:53:36.0000000,2023-09-14T00:00:00.0000000,awaiting_shipment,667690564,85.88,85.88,3.9,16.99,fedex_home_delivery,,"[50341, 119668, 120662, 121076, 122421]",NOKESVILLE,VA,20181-3215,64071,262520,3.NEW JERSEY,9/15/2023,1,64.99,39852780,9/15/2023,8/10/2023 18:53
2352951311,65113R7,2023-08-11T12:44:38.0930000,,awaiting_shipment,677513864,0,0,0,0,fedex_standard_overnight,,"[50341, 121076]",KNOXVILLE,TN,37932-2579,195123,769318,ELITE,9/15/2023,1,0,3647546,9/15/2023,8/11/2023 15:44
2609146111,368978,2023-08-21T09:52:34.0000000,2023-09-14T00:00:00.0000000,awaiting_shipment,797112964,195.27,195.27,15.3,0,fedex_home_delivery,,"[46894, 119668, 121076, 122673]",VANCOUVER,WA,98683-4211,1495521,262520,6.WASHINGTON,9/15/2023,1,179.97,14380547,9/15/2023,8/21/2023 12:52
2617305511,369878,2023-08-21T14:49:40.0000000,2023-09-14T00:00:00.0000000,awaiting_shipment,800857264,64.19,64.19,4.2,0,fedex_home_delivery,,"[46894, 50341, 119668, 120662, 121076, 122421]",KENNETH CITY,FL,33709-5367,248337,262520,4.MIAMI,9/15/2023,1,69.99,7454081,9/15/2023,8/21/2023 17:49
