OrderID,OrderNo,SvcCode,ShipDate,State,ZipCode,WHId,StoreID,WHinSS,ProductID,DeliveryDate,TransitTime,SkuID,Type,Plan,Country_origen,shipping_Allocation,WHCode
2152120011,625677,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44281-8084,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152112711,626377,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28409-3967,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152116511,626577,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,36526-4479,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152120411,627177,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44333-1904,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152117611,628777,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80124-5645,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152074811,632377,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37066-1526,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152047811,633777,fedex_standard_overnight,"Wednesday, August 9, 2023",ID,83704-5577,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152051911,635677,fedex_standard_overnight,"Wednesday, August 9, 2023",KS,67026-7820,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152049111,635977,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,38111,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152048511,637877,fedex_standard_overnight,"Wednesday, August 9, 2023",ME,04043-6924,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152046911,639477,fedex_standard_overnight,"Wednesday, August 9, 2023",LA,70131-8617,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152047311,641277,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,35147-7021,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152046011,642877,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30033-4040,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152056811,643477,fedex_standard_overnight,"Wednesday, August 9, 2023",SC,29525-3008,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152059811,646077,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30040-5839,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152051511,646877,fedex_standard_overnight,"Wednesday, August 9, 2023",UT,84020-8913,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152000911,649177,fedex_standard_overnight,"Wednesday, August 9, 2023",KS,66044-1362,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152009611,649377,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,56571,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152023011,649977,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,63119-3628,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2151991511,650477,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37312,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152020011,650777,fedex_standard_overnight,"Wednesday, August 9, 2023",RI,02903-1927,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152022811,651877,fedex_standard_overnight,"Wednesday, August 9, 2023",MS,39452-9650,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152008011,652177,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,38558-4406,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152004911,653077,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28792-4868,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2151997611,654277,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80026-1549,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152013411,655577,fedex_standard_overnight,"Wednesday, August 9, 2023",AZ,86315-7823,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2151992911,655677,fedex_standard_overnight,"Wednesday, August 9, 2023",NE,68372-9537,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152012711,656877,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44681-7911,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2151994511,657477,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55014-5500,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152007711,658777,fedex_standard_overnight,"Wednesday, August 9, 2023",RI,02864-1657,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152010911,659777,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80220-6009,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152001611,662077,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30906-3659,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2152012211,663877,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80007-7867,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163602411,666077,fedex_standard_overnight,"Wednesday, August 9, 2023",NE,69101-5926,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163627211,669777,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,64064-2423,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163607511,670477,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80110-3607,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163620711,671177,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28210-7610,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163622711,671277,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80020-1108,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163526711,675877,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80465-2235,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163529011,676977,fedex_standard_overnight,"Wednesday, August 9, 2023",IA,51601-2467,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163533911,678277,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27801-2899,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163533311,678577,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30075-1217,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163538711,682377,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27529-7565,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163518211,683677,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44065-9531,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163565111,684377,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,36801-2155,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163551511,685677,fedex_standard_overnight,"Wednesday, August 9, 2023",KS,67213-2807,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163519411,686877,fedex_standard_overnight,"Wednesday, August 9, 2023",NH,03102-8416,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163538011,687477,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28110-8588,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163449911,688677,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37355-5920,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163453111,689777,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,35222-4315,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163403111,690277,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55102-4673,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163418911,690177,fedex_standard_overnight,"Wednesday, August 9, 2023",CA,95519-5811,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163410111,691477,fedex_standard_overnight,"Wednesday, August 9, 2023",KS,66206-1610,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163415211,693177,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30084-3303,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163422011,694477,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30120-6723,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163403611,695677,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80525-5675,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163429911,696277,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37922-4118,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163439411,699177,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44129-5242,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163461311,700977,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,36542-6011,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163406211,702277,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44685-7915,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163458211,703177,fedex_standard_overnight,"Wednesday, August 9, 2023",LA,70065-2018,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163424911,703877,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27403-1550,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163464711,703777,fedex_standard_overnight,"Wednesday, August 9, 2023",IA,51521-5028,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163323111,704677,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55419-1719,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163297611,705277,fedex_standard_overnight,"Wednesday, August 9, 2023",NE,68134-4015,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163333511,705577,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,65251-3116,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163322411,705977,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,63017-2065,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163329811,709677,fedex_standard_overnight,"Wednesday, August 9, 2023",NH,03833-5302,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163330411,710977,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,64671-8803,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163341511,711077,fedex_standard_overnight,"Wednesday, August 9, 2023",LA,70124-4317,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163335811,712777,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37206-1556,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163334111,715177,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37214-4729,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163345511,716377,fedex_standard_overnight,"Wednesday, August 9, 2023",ME,04220-4043,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163351611,716577,fedex_standard_overnight,"Wednesday, August 9, 2023",ID,83201-1930,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2163351811,718777,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44039-6344,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181341011,723977,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28422-7993,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181338811,725277,fedex_standard_overnight,"Wednesday, August 9, 2023",CO,80228-4815,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181345111,725877,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,63348-1911,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181351811,727577,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37411-2910,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181342511,727777,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44224-3236,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181342911,727977,fedex_standard_overnight,"Wednesday, August 9, 2023",NH,03870-2330,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181351511,728077,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37404-2902,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181350311,728577,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27302-2615,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181344411,728677,fedex_standard_overnight,"Wednesday, August 9, 2023",NE,68516-1306,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181352611,729077,fedex_standard_overnight,"Wednesday, August 9, 2023",IA,51563-2003,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181349911,729777,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27260-2611,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181342011,730877,fedex_standard_overnight,"Wednesday, August 9, 2023",OH,44233-9299,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181339911,731077,fedex_standard_overnight,"Wednesday, August 9, 2023",ID,83642-4086,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181350011,732177,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27615-2946,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2181343211,733077,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37354-7415,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2189440611,737277,fedex_standard_overnight,"Wednesday, August 9, 2023",NH,03258-2100,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2189430911,740977,fedex_standard_overnight,"Wednesday, August 9, 2023",SC,29205-3116,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198669111,745977,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,27592-7674,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198660711,747277,fedex_standard_overnight,"Wednesday, August 9, 2023",ME,04473-3853,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198666011,747977,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55129-4910,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198659911,751677,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30339-5365,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198674611,752177,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,64479-8187,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198673811,753177,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28203-4542,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198669411,753377,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55364-8147,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198662511,754077,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55346-3361,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198658011,757177,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30115-2011,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198670411,757777,fedex_standard_overnight,"Wednesday, August 9, 2023",LA,70605-7171,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2198660511,758577,fedex_standard_overnight,"Wednesday, August 9, 2023",AL,35757-7553,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205124611,760977,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37323-5187,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205138111,761977,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30809-7490,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205125011,764577,fedex_standard_overnight,"Wednesday, August 9, 2023",NH,03452-5136,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205131311,764977,fedex_standard_overnight,"Wednesday, August 9, 2023",NC,28210-7638,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205124311,766277,fedex_standard_overnight,"Wednesday, August 9, 2023",MO,63129-1684,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205127711,767077,fedex_standard_overnight,"Wednesday, August 9, 2023",UT,84108-2118,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205130511,768677,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,56258-2547,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205133411,769877,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30152-7809,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205128711,771177,fedex_standard_overnight,"Wednesday, August 9, 2023",TN,37027-3944,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2205113511,771377,fedex_standard_overnight,"Wednesday, August 9, 2023",MN,55446-3892,195123,262520,ELITE,14380547,"Monday, August 14, 2023",5,SQ9178530,Mixed,Suscription,CO,IPD,ECO
2124963411,539077,fedex_standard_overnight,"Wednesday, August 9, 2023",GA,30188-1956,195123,262520,ELITE,14380547,"Friday, August 11, 2023",2,SQ9178530,Mixed,Suscription,CO,IPD,ECO
